"id","title","description","categoryId","channelId","uploadDate","length","youtubeId","createdAt","updatedAt"
"9feec16c-9322-4919-984e-daee6d6d6bd2","Cat TV for Christmas: Mice Hide and Seek Fun!","Cat TV for Christmas: Mice Hide and Seek Fun!
Celebrate the holiday season with the ultimate entertainment for your feline friends! This festive edition of Cat TV features playful mice engaging in a holiday-themed game of hide and seek, keeping your cats mesmerized for hours. Perfect for Christmas relaxation, these videos are designed to entertain and calm your furry companions. Watch as curious cats enjoy the delightful movements and holiday cheer of these adorable mice. Don’t miss out on spreading Christmas joy to your pets. Subscribe now for more festive and interactive content for cats this holiday season. Let the Christmas fun begin!
#CatTV #ChristmasForCats #MiceHideAndSeek #CatEntertainment #ChristmasCatVideos #CatsLoveIt, #HolidayCatFun #FelineRelaxation #InteractiveCatVideos #HolidayPetContent
#catTVrelaxing
#miceforcats
#catgames","10c91e0b-cbce-42b5-af59-99255e42bff3","a202db95-cf1a-4217-8d09-8c910722f2a1","2024-12-25",28919,"NC4cESVAVEE",1735247931031,1735247931031
"49392bda-cbbf-455f-a4d4-b083f1780b8c","Cat TV for Cats to Watch🐱| Mice sand grabbing, hide & seek and playing on screen 4K UHD","Cat TV for Cats to Watch🐱| Mice sand grabbing, hide & seek and playing on screen 4K UHD
This 8 hour adorable mice video is for cat relaxing which is full of fun like hide & seek, run and squabble for food with real sound in wide angle,  which simulate for cats as watching through room window. this video is designed for relaxing cats, 
mouse in out and run create most engaging experience and curiosity that reduce anxiety in feline friends. real sound of mouse activities like eating or running is most attractive for feline with great visuals. we capture real sound of mouse playing, eating and other activities with high end audio gears that creates more enjoyments to felines .
you can lower the volume of your tv in night time and set brightness lower to entertain your cats in night time. very less volume of birds chirping sound includes as BGM to avoid boredom of cats, 

Note: All videos are filmed ourselves , some time we spend more than 4 days for a single video , background birds chirping sound is recorded separately with many of professional mic like rode NTG and zoom h6 , plus a wireless mic on the spot to capture real time sound of birds or squirrels, 
Every cat deserves Cat game Garden
New episode every week. 
Like, Super Thanks, subscribe. Any support is welcome.
behind the scenes in every video 

#catTVrelaxing
#miceforcats
#catgames","10c91e0b-cbce-42b5-af59-99255e42bff3","a202db95-cf1a-4217-8d09-8c910722f2a1","2024-12-24",28883,"deZ7cJXksLg",1735247931033,1735247931033
"a586de59-62c8-4ea7-9303-18c1e5163bd1","Cat TV for Cats 😻 Chipmunks, Birds, Squirrels ❤️ Love Nature🐿4 Hours 4K HDR","Birds For Cats TV
Cat TV for Cats 😻 Chipmunks, Birds, Squirrels ❤️ Love Nature🐿4 Hours 4K HDR
#birdsounds #cattv #forestbirds 
----------------------------------------------------------------
Watch cat videos, birds, and forest noises on this channel. On this channel you'll find the most peaceful sound in the world. Do you want to listen to birds and the forest? Birds For Cats TV is a channel that will calm your mind and soul. Forest sound channel has sounds of nature such as rain, leaves, and wind.

©BirdsForCatsTV. All rights reserved. Any reproduction or republication of all or part of this video/audio is prohibited.","1ad628ba-3dbe-4772-b25b-3304915e5dbb","0eb2bba1-07bc-442e-9a54-2d6df589cdd4","2024-12-24",14401,"QLPAMIr4T3M",1735247938187,1735247938187
"b824fc9e-9c97-423c-a8b0-649d3ae8a34d","Christmas Cat TV 😸  Ad-Free Festive Birds and Cute Squirrels 🐦🐿️ for Holiday Calm | 4K HDR","Bring peace and joy to your holiday season with this serene Christmas Cat TV video, featuring adorable birds and playful squirrels in a snowy wonderland. Perfect for creating a calming atmosphere for your cat—or anyone who loves watching nature—this ad-free 4K HDR video is filled with festive charm and holiday cheer. Watch the magic of winter unfold as your furry friend relaxes to the sights and sounds of lively wildlife in their Christmas habitat. 🎄❄️🐾
Subscribe now and treat your furry companion to the ultimate in feline entertainment with 'Birds and Squirrels Wonderland'. Let every moment be a delightful adventure in the comfort of your home!
💻Thanks for watching, liking, sharing and subscribing. 🥰

#dogtv #backgroundvideo #videosfordogstowatch #videosforeveryone #cattv #squirrel #birdwatching #cardinals #woodpecker #backyardwildlife #separationanxiety #fourpawstv","94b2c71a-e400-4aa7-8e0e-ad502f78fdc2","b32ba2b9-ee28-4c35-b414-541891521592","2024-12-24",14417,"ZdJNFCqVhyM",1735247340456,1735247340456
"f573d657-b669-486b-884f-1e949f6f264f","Cat TV: Hide & Seek Showdown on Cat TV - 4K Mice Adventures for Your Kitty | Catflix","### Cat TV: Hide & Seek Showdown on Cat TV - 4K Mice Adventures for Your Kitty | Catflix
---
Treat your feline friend to 10 hours of pure joy with this delightful 4K UHD video featuring tiny mice popping up from wooden stem holes. Watch as these adorable mice play hide and seek, creating gentle rubbing sounds that are sure to engage and delight your feline companion.

We've captured real activity sounds using high-end sound recorders like Zoom NTG, Zoom H6, and Rode wireless mic from different angles to simulate an authentic experience that your cat will love. This video is shot in stunning 4K resolution at 60fps, ensuring crystal-clear quality and smooth motion that will captivate your cat's attention.

Whether you need a way to keep your cat entertained while you're away or just want to give them some extra playtime fun, this video is the perfect solution.

🎥 Sit back, relax, and let your cat enjoy the show! Don't forget to like, comment, and subscribe for more Cat TV videos.

We work hard to capture the perfect videos, sometimes spending days on a single video to ensure the highest quality and most engaging content. The background ambiance, including the soothing chirping of birds, is recorded separately to create a more comfortable and immersive experience for your cat.

Every cat deserves Catflix Cat TV. New episodes every day.

Any support is welcome. Behind the scenes in every video
*Don't forget to like 👍, share 📢, and subscribe 🔔 for more Cat TV content!*

---
#cattv #catflix #hideandseek #catrelaxation  #catentertainmentvideos","95064833-9125-4e1d-b154-c8b418ed6fb9","b4dcae34-de7f-4aa6-89c5-8acfc9258ffe","2024-12-24",13458,"hcVnlMYrwZw",1735247935450,1735247935450
"193ce073-b235-424f-aa4c-0f9936574bde","Cat TV for Christmas: Mice Hide and Seek Fun!","Cat TV for Christmas: Mice Hide and Seek Fun!
Celebrate the holiday season with the ultimate entertainment for your feline friends! This festive edition of Cat TV features playful mice engaging in a holiday-themed game of hide and seek, keeping your cats mesmerized for hours. Perfect for Christmas relaxation, these videos are designed to entertain and calm your furry companions. Watch as curious cats enjoy the delightful movements and holiday cheer of these adorable mice. Don’t miss out on spreading Christmas joy to your pets. Subscribe now for more festive and interactive content for cats this holiday season. Let the Christmas fun begin!
#CatTV #ChristmasForCats #MiceHideAndSeek #CatEntertainment #ChristmasCatVideos #CatsLoveIt, #HolidayCatFun #FelineRelaxation #InteractiveCatVideos #HolidayPetContent
#catTVrelaxing
#miceforcats
#catgames","10c91e0b-cbce-42b5-af59-99255e42bff3","a202db95-cf1a-4217-8d09-8c910722f2a1","2024-12-23",14308,"5GTAggkRU98",1735247931036,1735247931036
"146f9629-924d-4eb7-94ea-50026dbf9c1d","Captivating Christmas Cat TV 😸 Birds & Squirrels Throw a Festive Party in the Snow| Videos for Cats","Join the holiday fun with our adorable winter-themed wildlife video! Watch as birds and squirrels throw a festive party in the snow, bringing all the holiday cheer your furry friends need this Christmas. Perfect for curious cats who love to watch birds and squirrels! With cozy snowflakes, colorful ornaments, and holiday magic, this video is the perfect way to celebrate the season with your feline companions. 🎅🐦🐿️
Subscribe now and treat your furry companion to the ultimate in feline entertainment with 'Birds and Squirrels Wonderland'. Let every moment be a delightful adventure in the comfort of your home!
💻Thanks for watching, liking, sharing and subscribing. 🥰

#dogtv #backgroundvideo #videosfordogstowatch #videosforeveryone #cattv #squirrel #birdwatching #cardinals #woodpecker #backyardwildlife #separationanxiety #fourpawstv","94b2c71a-e400-4aa7-8e0e-ad502f78fdc2","b32ba2b9-ee28-4c35-b414-541891521592","2024-12-23",14426,"g06fz4yYgYU",1735247340460,1735247340460
"56f939b6-f50f-4995-b4ab-332a45739e1d","Cat TV for Cats 😻Cute Birds Gather 💖 Relaxing with Cat TV🐿4 Hours 4K HDR","Birds For Cats TV
Cat TV for Cats 😻Cute Birds Gather 💖 Relaxing with Cat TV🐿4 Hours 4K HDR
#birdsounds #cattv #forestbirds 
----------------------------------------------------------------
Watch cat videos, birds, and forest noises on this channel. On this channel you'll find the most peaceful sound in the world. Do you want to listen to birds and the forest? Birds For Cats TV is a channel that will calm your mind and soul. Forest sound channel has sounds of nature such as rain, leaves, and wind.

©BirdsForCatsTV. All rights reserved. Any reproduction or republication of all or part of this video/audio is prohibited.","1ad628ba-3dbe-4772-b25b-3304915e5dbb","0eb2bba1-07bc-442e-9a54-2d6df589cdd4","2024-12-23",14401,"18KfgTRdk2k",1735247938190,1735247938190
"6b01e07e-0817-409c-8793-fd60e5d1f90c","Cat TV: Hide & Seek Mice Mayhem - 4K UHD Video to Keep Your Cat Hooked | Catflix","### Cat TV: Hide & Seek Mice Mayhem - 4K UHD Video to Keep Your Cat Hooked | Catflix
---
Treat your feline friend to 10 hours of pure joy with this delightful 4K UHD video featuring tiny mice popping up from wooden stem holes. Watch as these adorable mice play hide and seek, creating gentle rubbing sounds that are sure to engage and delight your feline companion.

We've captured real activity sounds using high-end sound recorders like Zoom NTG, Zoom H6, and Rode wireless mic from different angles to simulate an authentic experience that your cat will love. This video is shot in stunning 4K resolution at 60fps, ensuring crystal-clear quality and smooth motion that will captivate your cat's attention.

Whether you need a way to keep your cat entertained while you're away or just want to give them some extra playtime fun, this video is the perfect solution.

🎥 Sit back, relax, and let your cat enjoy the show! Don't forget to like, comment, and subscribe for more Cat TV videos.

We work hard to capture the perfect videos, sometimes spending days on a single video to ensure the highest quality and most engaging content. The background ambiance, including the soothing chirping of birds, is recorded separately to create a more comfortable and immersive experience for your cat.

Every cat deserves Catflix Cat TV. New episodes every day.

Any support is welcome. Behind the scenes in every video
*Don't forget to like 👍, share 📢, and subscribe 🔔 for more Cat TV content!*

---
#cattv #catflix #hideandseek #catrelaxation  #catentertainmentvideos","95064833-9125-4e1d-b154-c8b418ed6fb9","b4dcae34-de7f-4aa6-89c5-8acfc9258ffe","2024-12-23",12991,"0Sk3WtTbIY4",1735247935452,1735247935452
"a49a48be-deef-4f55-b210-99d305c42235","Cat TV for Cats to Watch🐱| Mouse sand grabbing, hide & seek and playing on full screen 4k UHD 60fps","This 8 hour adorable mice video is for cat relaxing which is full of fun like hide & seek, run and squabble for food with real sound in wide angle,  which simulate for cats as watching through room window. this video is designed for relaxing cats, 
mouse in out and run create most engaging experience and curiosity that reduce anxiety in feline friends. real sound of mouse activities like eating or running is most attractive for feline with great visuals. we capture real sound of mouse playing, eating and other activities with high end audio gears that creates more enjoyments to felines .
you can lower the volume of your tv in night time and set brightness lower to entertain your cats in night time. very less volume of birds chirping sound includes as BGM to avoid boredom of cats, 

Note: All videos are filmed ourselves , some time we spend more than 4 days for a single video , background birds chirping sound is recorded separately with many of professional mic like rode NTG and zoom h6 , plus a wireless mic on the spot to capture real time sound of birds or squirrels, 
Every cat deserves Cat game Garden
New episode every week. 
Like, Super Thanks, subscribe. Any support is welcome.
behind the scenes in every video 

#catTVrelaxing
#miceforcats
#catgames","10c91e0b-cbce-42b5-af59-99255e42bff3","a202db95-cf1a-4217-8d09-8c910722f2a1","2024-12-22",28854,"aGFHEFIDX3I",1735247931039,1735247931039
"aba7bf0c-222a-48d7-88cb-2ffe6040b737","Cat TV: Non-stop Hide & Seek Fun on Cat TV - 3 Hours of Mice in 4K UHD for Cats | Catflix","### Cat TV: Non-stop Hide & Seek Fun on Cat TV - 3 Hours of Mice in 4K UHD for Cats | Catflix
---
Treat your feline friend to 10 hours of pure joy with this delightful 4K UHD video featuring tiny mice popping up from wooden stem holes. Watch as these adorable mice play hide and seek, creating gentle rubbing sounds that are sure to engage and delight your feline companion.

We've captured real activity sounds using high-end sound recorders like Zoom NTG, Zoom H6, and Rode wireless mic from different angles to simulate an authentic experience that your cat will love. This video is shot in stunning 4K resolution at 60fps, ensuring crystal-clear quality and smooth motion that will captivate your cat's attention.

Whether you need a way to keep your cat entertained while you're away or just want to give them some extra playtime fun, this video is the perfect solution.

🎥 Sit back, relax, and let your cat enjoy the show! Don't forget to like, comment, and subscribe for more Cat TV videos.

We work hard to capture the perfect videos, sometimes spending days on a single video to ensure the highest quality and most engaging content. The background ambiance, including the soothing chirping of birds, is recorded separately to create a more comfortable and immersive experience for your cat.

Every cat deserves Catflix Cat TV. New episodes every day.

Any support is welcome. Behind the scenes in every video
*Don't forget to like 👍, share 📢, and subscribe 🔔 for more Cat TV content!*

---
#cattv #catflix #hideandseek #catrelaxation  #catentertainmentvideos","95064833-9125-4e1d-b154-c8b418ed6fb9","b4dcae34-de7f-4aa6-89c5-8acfc9258ffe","2024-12-22",13208,"ewbbwkdxa1o",1735247935455,1735247935455
"eb87ca9f-e4cd-43e4-8d9a-024903abab41","Birds & Squirrels Eat with the Nutcrackers 🕊️🐿️ Bird Videos for Cats to Watch 😸","Birds & Squirrels Eat with the Nutcrackers 🕊️🐿️ Bird Videos for Cats to Watch 😸
#birds #catvideos #squirrels 
Welcome to our latest Cat TV show, designed especially for your furry friends who love birding, birdwatching, nature, and relaxation! Join us as we bring you a delightful lineup of feathered guests:

00:00 Birds on feeder 🐦‍⬛
10:00 The passerine bird
15:00 Parrot
20:00 Red-whiskered
25:00 Pycnonotus 
30:00 Copsychus
35:00 Timaliidae
40:00 Pycnonotidae
45:00 Brachypodius melanocephalos
50:00 Sturnidae
01:00:00 Chipmunk
and many other birds
Marsh Tit (Poecile palustris, syn. Parus palustris)
Great Tit (Parus major)
Blue Tit (Cyanistes caeruleus)
Wood Nuthatch (Sitta europaea)
Common blackbird (Turdus merula)
Eurasian tree sparrow (Passer montanus)
Eurasian jay (Garrulus glandarius)
European robin (Erithacus rubecula)
Eurasian siskin (Spinus spinus, syn. Carduelis spinus)
European greenfinch (Carduelis chloris)
Enjoy these beautiful sightings with your pets! Don't forget to like, subscribe, and share if you love our videos. Thank you for being a part of the @BirerChieu community!

📷 Filmed with Panasonic GH5 + RicohXR Rikenon 55mm F1.2
#cattv 
#cattvforcats
#catvideo
#videoforcatstowatch
#birdsforcatstowatch
#catvideos
#videoforcats
#BirderChieu","1fd86ece-a9f9-44fb-a861-c8899e21499e","d31a2192-c528-4978-a611-00d5d86d7652","2024-12-21",28801,"4NanYiDap-k",1735247933697,1735247933697
"b3cac7d6-83f1-4aee-9666-5323ff29c9c9","Engaging Christmas TV for Cats to Watch 😺 Squirrels Take Over the Nutcrackers While Birds Flutter 🐦","🎄 Engaging Christmas TV for Cats to Watch 🎄
Immerse your cats in a festive adventure with this captivating 4K video! Watch as mischievous squirrels take over the Nutcrackers and lively birds flutter around, creating a cheerful holiday scene. Perfect for keeping your feline friends entertained and relaxed, this video blends calming visuals with the magic of Christmas. Ad-free and full of winter wonder, it’s an ideal way to spread holiday cheer to your furry companions.
Subscribe now and treat your furry companion to the ultimate in feline entertainment with 'Birds and Squirrels Wonderland'. Let every moment be a delightful adventure in the comfort of your home!
💻Thanks for watching, liking, sharing and subscribing. 🥰

#dogtv #backgroundvideo #videosfordogstowatch #videosforeveryone #cattv #squirrel #birdwatching #cardinals #woodpecker #backyardwildlife #separationanxiety #fourpawstv","94b2c71a-e400-4aa7-8e0e-ad502f78fdc2","b32ba2b9-ee28-4c35-b414-541891521592","2024-12-21",14447,"oUt0wJW2rpc",1735247340462,1735247340462
"9f4b0c59-798c-4ad8-802b-8444d6e5d987","Cat TV for Cats to Watch🐱| Mouse sand grabbing, hide & seek and playing on full screen 4k UHD 60fps","Cat TV for Cats to Watch🐱| Mouse sand grabbing, hide & seek and playing on full screen  4k UHD 60fps
This 8 hour adorable mice video is for cat relaxing which is full of fun like hide & seek, run and squabble for food with real sound in wide angle,  which simulate for cats as watching through room window. this video is designed for relaxing cats, 
mouse in out and run create most engaging experience and curiosity that reduce anxiety in feline friends. real sound of mouse activities like eating or running is most attractive for feline with great visuals. we capture real sound of mouse playing, eating and other activities with high end audio gears that creates more enjoyments to felines .
you can lower the volume of your tv in night time and set brightness lower to entertain your cats in night time. very less volume of birds chirping sound includes as BGM to avoid boredom of cats, 

Note: All videos are filmed ourselves , some time we spend more than 4 days for a single video , background birds chirping sound is recorded separately with many of professional mic like rode NTG and zoom h6 , plus a wireless mic on the spot to capture real time sound of birds or squirrels, 
Every cat deserves Cat game Garden
New episode every week. 
Like, Super Thanks, subscribe. Any support is welcome.
behind the scenes in every video 

#catTVrelaxing
#miceforcats
#catgames","10c91e0b-cbce-42b5-af59-99255e42bff3","a202db95-cf1a-4217-8d09-8c910722f2a1","2024-12-21",28468,"D5Jo-JRhyWM",1735247931042,1735247931042
